0.015	13
0.022	19
0.03	20
0.037	10
0.045	9
0.053	10
0.06	9
0.068	15
0.075	18
0.083	15
0.09	13
0.098	17
0.105	14
0.113	14
0.12	14
0.128	15
0.136	19
0.143	21
0.15	20
0.158	14
0.166	11
0.173	21
0.181	19
0.188	13
0.196	15
0.203	18
0.211	16
0.218	13
0.226	15
0.233	20
0.241	14
0.249	20
0.256	15
0.263	10
0.271	18
0.279	11
0.286	21
0.294	15
0.301	9
0.309	18
0.316	14
0.324	13
0.331	6
0.339	15
0.346	16
0.354	14
0.361	19
0.369	15
0.376	22
0.384	14
0.391	11
0.399	26
0.407	19
0.414	11
0.421	23
0.429	14
0.437	11
0.444	17
0.452	13
0.459	28
0.467	13
0.474	21
0.482	18
0.489	19
0.497	18
0.504	18
0.512	15
0.519	16
0.527	22
0.534	16
0.542	14
0.55	22
0.557	15
0.565	16
0.572	23
0.58	10
0.587	22
0.595	14
0.602	18
0.61	17
0.618	8
0.625	22
0.633	13
0.64	15
0.648	23
0.655	14
0.663	23
0.67	9
0.678	12
0.685	25
0.693	8
0.7	9
0.708	15
0.715	24
0.723	21
0.73	15
0.738	13
0.746	31
0.753	22
0.76	17
0.768	12
0.776	12
0.783	21
0.791	21
0.798	15
0.806	9
0.813	16
0.821	15
0.828	22
0.836	13
0.843	22
0.851	7
0.858	19
0.866	18
0.873	13
0.881	20
0.888	19
0.896	11
0.903	20
0.911	17
0.918	19
0.926	9
0.933	15
0.941	20
0.949	19
0.956	14
0.963	12
0.971	12
0.979	14
0.986	21
0.994	12
1.001	16
1.009	6
1.016	11
1.024	14
1.031	12
1.039	23
1.046	13
1.054	16
1.062	21
1.069	13
1.076	14
1.084	10
1.092	17
1.099	10
1.107	20
1.114	24
1.122	10
1.129	12
1.137	13
1.144	19
1.152	23
1.159	17
1.167	18
1.174	14
1.182	13
1.189	10
1.197	14
1.205	19
1.212	23
1.22	15
1.227	10
1.235	16
1.242	11
1.25	17
1.257	14
1.265	18
1.272	26
1.28	11
1.287	16
1.295	15
1.302	10
1.31	16
1.317	19
1.325	15
1.333	17
1.34	10
1.347	15
1.355	17
1.363	13
1.37	10
1.378	12
1.385	15
1.393	14
1.4	15
1.408	15
1.415	18
1.423	18
1.43	9
1.438	15
1.445	18
1.453	20
1.46	16
1.468	15
1.475	19
1.483	20
1.491	17
1.498	23
1.505	24
1.513	20
1.521	12
1.528	13
1.536	15
1.543	14
1.551	16
1.558	14
1.566	10
1.573	18
1.581	10
1.588	19
1.596	23
1.604	23
1.611	17
1.618	17
1.626	17
1.634	19
1.641	22
1.649	13
1.656	19
1.664	17
1.671	19
1.679	18
1.686	18
1.694	13
1.701	11
1.709	12
1.716	12
1.724	14
1.731	17
1.739	21
1.746	6
1.754	10
1.762	8
1.769	13
1.777	12
1.784	11
1.792	17
1.799	7
1.807	16
1.814	18
1.822	16
1.829	25
1.837	15
1.844	11
1.852	15
1.859	18
1.867	17
1.875	13
1.882	12
1.889	16
1.897	21
1.905	15
1.912	15
1.92	13
1.927	14
1.935	15
1.942	17
1.95	15
1.957	13
1.965	24
1.972	19
1.98	21
1.987	23
1.995	9
2.002	23
2.01	19
2.017	19
2.025	17
2.033	18
2.04	11
2.047	12
2.055	15
2.063	21
2.07	20
2.078	16
2.085	16
2.092	11
2.1	13
2.108	15
2.115	21
2.123	23
2.13	15
2.138	24
2.145	11
2.153	26
2.16	14
2.168	21
2.175	19
2.183	15
2.191	13
2.198	22
2.205	20
2.213	26
2.22	17
2.228	19
2.236	15
2.243	16
2.25	19
2.258	14
2.266	15
2.273	13
2.281	14
2.288	19
2.296	12
2.303	16
2.311	14
2.318	19
2.326	12
2.333	15
2.341	10
2.349	8
2.356	15
2.364	14
2.371	13
2.379	17
2.386	20
2.394	11
2.401	15
2.409	20
2.417	20
2.424	21
2.431	14
2.439	22
2.447	18
2.454	15
2.462	28
2.469	17
2.477	16
2.484	18
2.492	10
2.499	16
2.507	15
2.514	15
2.522	16
2.529	17
2.537	26
2.544	16
2.552	19
2.56	21
2.567	20
2.575	11
2.582	13
2.59	21
2.597	18
2.605	12
2.612	19
2.62	15
2.627	11
2.635	22
2.642	20
2.65	19
2.657	17
2.665	19
2.672	12
2.68	20
2.687	19
2.695	18
2.702	13
2.71	20
2.718	16
2.725	22
2.733	14
2.74	26
2.747	15
2.755	15
2.763	18
2.77	15
2.778	12
2.785	19
2.793	21
2.8	20
2.808	17
2.815	22
2.823	16
2.83	19
2.838	18
2.845	14
2.853	16
2.86	12
2.868	17
2.875	10
2.883	9
2.891	17
2.898	11
2.905	13
2.913	16
2.921	5
2.928	14
2.936	19
2.944	23
2.951	22
2.959	14
2.966	13
2.974	10
2.981	23
2.989	15
2.996	13
3.004	18
3.011	21
3.019	16
3.026	11
3.034	17
3.041	28
3.049	21
3.056	10
3.064	17
3.072	12
3.079	18
3.087	21
3.094	22
3.102	19
3.109	17
3.117	21
3.124	13
3.132	18
3.139	13
3.147	18
3.154	17
3.162	19
3.169	10
3.177	17
3.184	14
3.192	20
3.199	16
3.207	15
3.214	16
3.222	17
3.23	14
3.237	17
3.244	19
3.252	22
3.26	11
3.267	18
3.275	24
3.282	13
3.29	12
3.297	15
3.305	19
3.312	12
3.32	15
3.327	20
3.335	13
3.342	17
3.35	15
3.357	12
3.365	19
3.372	8
3.38	17
3.388	15
3.395	14
3.402	25
3.41	21
3.418	21
3.425	20
3.433	18
3.44	15
3.448	27
3.455	15
3.463	19
3.47	13
3.478	14
3.485	17
3.493	17
3.501	10
3.508	19
3.516	18
3.523	24
3.531	15
3.538	23
3.546	23
3.553	18
3.561	18
3.569	26
3.576	15
3.583	19
3.591	18
3.599	17
3.606	18
3.614	25
3.621	16
3.629	17
3.636	13
3.644	13
3.651	20
3.659	5
3.666	12
3.674	20
3.681	12
3.689	20
3.696	22
3.704	17
3.711	15
3.719	16
3.727	12
3.734	16
3.742	13
3.749	13
3.757	19
3.764	22
3.772	12
3.779	13
3.787	19
3.794	13
3.802	13
3.809	16
3.817	10
3.824	14
3.832	23
3.839	21
3.847	18
3.854	18
3.862	18
3.87	22
3.877	19
3.885	16
3.892	13
3.9	19
3.907	20
3.915	24
3.922	12
3.93	21
3.937	16
3.945	25
3.953	25
3.96	16
3.967	17
3.975	18
3.983	22
3.99	14
3.998	18
4.005	16
4.013	14
4.02	15
4.028	13
4.035	19
4.043	17
4.05	14
4.058	22
4.066	20
4.073	2
4.081	11
4.088	25
4.096	19
4.103	14
4.111	10
4.119	9
4.126	10
4.134	17
4.141	23
4.148	14
4.156	15
4.164	18
4.171	15
4.179	20
4.186	19
4.194	21
4.201	16
4.209	21
4.216	16
4.224	13
4.231	13
4.239	17
4.247	13
4.254	15
4.261	16
4.269	14
4.277	15
4.284	11
4.292	12
4.299	14
4.307	25
4.314	19
4.322	15
4.329	14
4.337	18
4.344	21
4.352	16
4.359	18
4.367	10
4.374	15
4.382	14
4.389	14
4.397	18
4.405	12
4.412	14
4.419	19
4.427	16
4.435	18
4.442	12
4.45	26
4.457	21
4.465	12
4.472	16
4.48	24
4.487	13
4.495	13
4.502	12
4.51	12
4.517	24
4.525	21
4.532	17
4.54	18
4.547	16
4.555	18
4.562	12
4.57	8
4.577	14
4.585	16
4.592	18
4.6	14
4.607	15
4.615	11
4.622	18
4.63	13
4.637	18
4.645	14
4.653	13
4.66	10
4.668	26
4.676	18
4.683	26
4.69	25
4.698	19
4.706	14
4.713	21
4.721	16
4.728	24
4.736	15
4.743	23
4.751	20
4.758	16
4.766	22
4.773	17
4.781	24
4.788	13
4.796	13
4.803	17
4.811	11
4.818	12
4.826	14
4.834	21
4.841	15
4.849	10
4.856	20
4.864	15
4.871	26
4.879	18
4.886	15
4.894	23
4.901	26
4.909	20
4.916	20
4.924	14
4.931	19
4.939	23
4.947	19
4.954	7
4.961	17
4.969	13
4.977	18
4.984	12
4.992	17
4.999	19
5.006	19
5.014	15
5.022	7
5.029	20
5.037	16
5.044	25
5.052	14
5.059	13
5.067	13
5.074	10
5.082	10
5.089	15
5.097	14
5.105	16
5.112	16
5.119	26
5.127	20
5.135	21
5.142	16
5.15	11
5.157	15
5.165	15
5.172	15
5.18	17
5.187	17
5.195	14
5.202	11
5.21	14
5.217	17
5.225	17
5.232	18
5.24	15
5.247	9
5.255	17
5.263	16
5.27	12
5.278	15
5.285	15
5.293	11
5.3	15
5.308	17
5.315	17
5.323	16
5.33	24
5.338	24
5.345	16
5.353	14
5.361	20
5.368	16
5.376	22
5.383	22
5.391	11
5.398	15
5.406	21
5.413	24
5.421	20
5.428	19
5.436	12
5.444	16
5.451	9
5.458	18
5.466	17
5.474	18
5.481	13
5.489	12
5.496	14
5.504	16
5.511	21
5.519	22
5.526	16
5.534	13
5.541	21
5.549	16
5.556	11
5.564	21
5.571	23
5.579	17
5.586	23
5.594	14
5.602	17
5.609	15
5.617	18
5.624	16
5.632	19
5.639	17
5.647	16
5.654	13
5.662	23
5.669	20
5.677	13
5.684	17
5.692	15
5.699	15
5.707	14
5.715	19
5.722	18
5.729	20
5.737	19
5.745	15
5.752	11
5.76	21
5.767	26
5.775	19
5.782	21
5.79	24
5.797	18
5.805	22
5.812	22
5.82	5
5.828	26
5.835	20
5.843	23
5.85	17
5.858	18
5.865	16
5.873	14
5.88	16
5.888	22
5.896	15
5.903	17
5.91	17
5.918	20
5.926	11
5.933	20
5.941	16
5.948	22
5.956	21
5.963	19
5.971	24
5.978	13
5.986	16
5.993	17
6.001	17
6.009	17
6.016	14
6.023	17
6.031	19
6.039	9
6.046	21
6.054	18
6.061	23
6.069	26
6.076	21
6.084	13
6.091	14
6.099	22
6.106	16
6.114	16
6.121	13
6.129	20
6.136	14
6.144	20
6.151	33
6.159	17
6.166	17
6.174	25
6.181	17
6.189	21
6.196	23
6.204	16
6.212	20
6.219	19
6.227	20
6.234	18
6.242	19
6.249	18
6.257	23
6.264	23
6.272	13
6.279	15
6.287	18
6.294	23
6.302	16
6.309	13
6.317	13
6.325	26
6.332	11
6.339	14
6.347	21
6.355	23
6.362	14
6.37	18
6.377	14
6.385	21
6.392	17
6.4	11
6.407	23
6.415	19
6.423	26
6.43	16
6.438	22
6.445	17
6.453	18
6.46	23
6.468	17
6.475	17
6.483	20
6.49	17
6.498	22
6.506	20
6.513	24
6.521	18
6.528	24
6.536	15
6.543	16
6.551	19
6.558	13
6.566	26
6.573	17
6.581	25
6.588	16
6.596	14
6.603	9
6.611	14
6.619	14
6.626	18
6.633	10
6.641	9
6.649	17
6.656	21
6.664	18
6.671	15
6.679	13
6.686	19
6.694	12
6.701	16
6.709	19
6.716	15
6.724	18
6.731	17
6.739	25
6.746	12
6.754	14
6.761	21
6.769	16
6.777	18
6.784	18
6.791	15
6.799	20
6.807	26
6.814	21
6.822	17
6.829	14
6.837	28
6.844	15
6.852	18
6.859	17
6.867	14
6.874	15
6.882	13
6.889	17
6.897	14
6.904	24
6.912	18
6.919	20
6.927	17
6.935	25
6.942	17
6.95	16
6.957	16
6.965	15
6.972	19
6.98	16
6.987	4
6.995	17
7.003	8
7.01	17
7.018	19
7.025	20
7.033	10
7.04	18
7.048	23
7.055	18
7.063	19
7.07	17
7.078	16
7.085	18
7.093	15
7.101	25
7.108	17
7.116	20
7.123	15
7.131	19
7.138	17
7.146	13
7.153	12
7.161	17
7.168	13
7.176	17
7.183	19
